awayTeamCode,game_id,homeTeamCode,homeTeamWon,isPlayoffGame,season,total_games_played_by_home,total_games_played_by_away,total_wins_home,total_losses_home,total_wins_away,total_losses_away,last_10_games_win_home,last_10_games_win_away,last_meeting_result,last_game_result_home,last_game_result_away
ARI,20465,SJS,1,0,2022,30,26,9,21,9,17,3,3,0,1.0,1.0
MTL,20466,OTT,1,0,2022,28,28,12,16,14,14,6,5,1,1.0,1.0
DET,20467,MIN,1,0,2022,28,28,15,13,13,15,7,4,1,1.0,0.0
VAN,20468,CGY,0,0,2022,29,28,13,16,12,16,4,6,0,0.0,0.0
ANA,20469,MTL,0,0,2022,29,30,14,15,7,23,5,1,1,0.0,0.0
CBJ,20470,TBL,1,0,2022,28,29,18,10,10,19,7,3,1,1.0,0.0
DAL,20471,WSH,0,0,2022,31,30,15,16,17,13,7,5,0,1.0,1.0
LAK,20472,BOS,0,0,2022,28,32,23,5,15,17,7,4,0,1.0,0.0
PHI,20473,NJD,0,0,2022,29,30,21,8,9,21,5,2,1,0.0,0.0
PIT,20474,FLA,0,0,2022,30,29,14,16,17,12,4,8,1,1.0,1.0
SEA,20475,CAR,1,0,2022,28,28,16,12,16,12,6,6,1,1.0,0.0
TOR,20476,NYR,1,0,2022,30,30,15,15,19,11,5,9,0,1.0,1.0
NSH,20477,WPG,1,0,2022,28,29,18,10,13,16,7,4,0,0.0,0.0
VGK,20478,CHI,0,0,2022,27,31,7,20,21,10,1,5,0,0.0,1.0
BUF,20479,COL,0,0,2022,28,29,16,12,13,16,5,5,1,1.0,1.0
STL,20480,EDM,0,0,2022,30,29,17,13,13,16,7,3,1,1.0,1.0
CHI,20481,MIN,1,0,2022,29,28,16,13,7,21,7,1,1,1.0,0.0
STL,20482,CGY,0,0,2022,30,30,13,17,14,16,4,4,0,0.0,1.0
NYI,20483,ARI,1,0,2022,27,30,9,18,17,13,3,5,0,0.0,0.0
CBJ,20484,BOS,1,0,2022,29,30,23,6,10,20,6,3,1,0.0,0.0
OTT,20485,DET,0,0,2022,29,29,13,16,13,16,3,7,0,0.0,1.0
ANA,20486,EDM,0,0,2022,31,31,17,14,8,23,6,2,1,0.0,1.0
DAL,20487,CAR,1,0,2022,29,31,17,12,18,13,7,6,0,1.0,1.0
FLA,20488,NJD,0,0,2022,30,31,21,9,14,17,5,4,0,0.0,0.0
NYR,20489,PHI,0,0,2022,31,31,10,21,16,15,3,6,0,1.0,1.0
TBL,20490,MTL,0,0,2022,30,29,14,16,19,10,4,8,0,0.0,1.0
TOR,20491,WSH,1,0,2022,32,31,15,17,19,12,6,8,0,0.0,0.0
BUF,20492,ARI,0,0,2022,28,30,10,18,14,16,3,5,1,1.0,1.0
NSH,20493,COL,1,0,2022,29,30,16,13,13,17,4,4,1,0.0,0.0
NYI,20494,VGK,0,0,2022,32,31,22,10,17,14,6,4,1,1.0,0.0
WPG,20495,VAN,0,0,2022,29,29,13,16,19,10,7,7,1,1.0,1.0
SJS,20496,LAK,1,0,2022,33,31,16,17,10,21,4,3,0,1.0,1.0
OTT,20497,MIN,1,0,2022,30,30,17,13,14,16,8,7,1,1.0,1.0
PIT,20498,CAR,1,0,2022,30,30,18,12,18,12,8,8,1,1.0,1.0
NYR,20499,CHI,0,0,2022,29,32,7,22,17,15,1,7,0,0.0,1.0
WPG,20500,SEA,1,0,2022,29,30,16,13,20,10,5,7,0,0.0,1.0
CGY,20501,SJS,0,0,2022,32,31,10,22,13,18,3,4,0,0.0,0.0
DAL,20502,CBJ,0,0,2022,31,32,10,21,18,14,3,6,0,0.0,0.0
DET,20503,WSH,1,0,2022,33,30,16,17,13,17,7,2,1,1.0,0.0
FLA,20504,BOS,1,0,2022,30,32,24,6,15,17,7,5,0,1.0,1.0
EDM,20505,NSH,1,0,2022,31,32,13,18,17,15,4,5,0,0.0,0.0
NYI,20506,COL,1,0,2022,30,32,17,13,18,14,4,4,1,1.0,1.0
BUF,20507,VGK,0,0,2022,33,31,22,11,15,16,6,6,0,0.0,1.0
MTL,20508,ARI,0,0,2022,29,31,10,19,14,17,3,3,1,0.0,0.0
STL,20509,VAN,0,0,2022,30,31,13,17,15,16,6,4,0,0.0,1.0
CBJ,20510,PHI,1,0,2022,32,32,10,22,10,22,3,3,0,0.0,0.0
NYR,20511,PIT,1,0,2022,31,33,18,13,18,15,7,8,0,0.0,1.0
NJD,20512,CAR,1,0,2022,31,31,19,12,21,10,9,4,1,1.0,0.0
TBL,20513,TOR,1,0,2022,32,30,19,13,20,10,7,8,0,0.0,1.0
OTT,20514,WPG,1,0,2022,31,31,20,11,14,17,6,6,0,0.0,0.0
STL,20515,SEA,1,0,2022,30,32,17,13,16,16,5,5,0,1.0,1.0
ANA,20516,LAK,1,0,2022,34,32,17,17,9,23,5,3,1,1.0,1.0
CGY,20517,SJS,0,0,2022,33,32,10,23,14,18,3,4,0,0.0,1.0
NJD,20518,FLA,0,0,2022,33,32,15,18,21,11,5,3,0,0.0,0.0
TBL,20519,DET,1,0,2022,31,31,13,18,20,11,2,7,1,0.0,0.0
MTL,20520,COL,1,0,2022,31,32,18,13,15,17,5,4,0,1.0,1.0
NSH,20521,CHI,0,0,2022,30,32,7,23,14,18,1,4,0,0.0,1.0
EDM,20522,DAL,0,0,2022,33,33,19,14,17,16,6,4,0,1.0,0.0
ARI,20523,VGK,1,0,2022,34,30,22,12,10,20,5,3,0,0.0,0.0
MIN,20524,ANA,0,0,2022,33,31,9,24,18,13,3,8,0,0.0,1.0
PHI,20525,TOR,1,0,2022,33,33,20,13,11,22,7,3,1,1.0,1.0
CAR,20526,PIT,0,0,2022,32,32,19,13,20,12,8,9,1,1.0,1.0
NYI,20527,NYR,1,0,2022,34,33,18,16,18,15,7,3,1,0.0,0.0
WSH,20528,OTT,0,0,2022,32,34,14,18,17,17,6,7,1,0.0,1.0
WPG,20529,BOS,1,0,2022,31,32,25,6,21,11,7,7,1,1.0,1.0
SEA,20530,VAN,1,0,2022,31,31,13,18,18,13,5,5,0,0.0,1.0
CGY,20531,LAK,1,0,2022,35,33,18,17,15,18,6,5,1,1.0,1.0
MIN,20532,SJS,1,0,2022,34,32,10,24,19,13,3,8,0,0.0,1.0
BOS,20533,NJD,0,0,2022,33,32,22,11,26,6,3,7,1,1.0,1.0
DET,20534,OTT,1,0,2022,33,32,14,19,14,18,5,3,1,0.0,1.0
PHI,20535,CAR,1,0,2022,33,34,21,12,11,23,9,3,1,1.0,0.0
TBL,20536,BUF,1,0,2022,32,32,16,16,20,12,7,7,0,1.0,0.0
WPG,20537,WSH,1,0,2022,35,33,18,17,21,12,8,6,1,1.0,0.0
FLA,20538,NYI,1,0,2022,34,34,18,16,15,19,3,4,0,0.0,0.0
COL,20539,NSH,0,0,2022,33,32,15,18,19,13,4,5,1,1.0,1.0
CBJ,20540,CHI,1,0,2022,31,33,7,24,10,23,1,2,0,0.0,0.0
MTL,20541,DAL,1,0,2022,34,33,19,15,15,18,5,3,0,0.0,0.0
VAN,20542,EDM,0,0,2022,34,32,18,16,14,18,5,5,1,1.0,1.0
LAK,20543,ARI,1,0,2022,31,36,10,21,19,17,3,6,0,0.0,1.0
CGY,20544,ANA,0,0,2022,34,34,9,25,15,19,3,4,0,0.0,0.0
STL,20545,VGK,1,0,2022,35,33,23,12,16,17,6,5,0,1.0,0.0
BOS,20546,OTT,1,0,2022,34,33,15,19,27,6,5,7,0,1.0,1.0
BUF,20547,CBJ,0,0,2022,34,33,10,24,17,16,2,7,0,0.0,1.0
CHI,20548,CAR,1,0,2022,34,32,22,12,8,24,9,2,1,1.0,1.0
WSH,20549,NYR,0,0,2022,35,36,19,16,19,17,8,9,1,1.0,1.0
PIT,20550,NYI,1,0,2022,35,33,19,16,19,14,4,8,1,1.0,0.0
DAL,20551,NSH,0,0,2022,34,35,15,19,20,15,3,6,0,0.0,1.0
MIN,20552,WPG,0,0,2022,34,33,21,13,19,14,5,7,1,0.0,0.0
TOR,20553,STL,0,0,2022,34,34,16,18,21,13,5,7,0,0.0,1.0
COL,20554,ARI,1,0,2022,32,33,11,21,20,13,4,6,1,1.0,1.0
EDM,20555,CGY,0,0,2022,35,35,16,19,18,17,4,4,0,1.0,0.0
SJS,20556,VAN,1,0,2022,33,35,15,18,11,24,6,3,1,1.0,1.0
VGK,20557,LAK,1,0,2022,37,36,19,18,24,12,6,6,0,0.0,1.0
BOS,20558,NJD,0,0,2022,34,34,22,12,27,7,3,7,1,0.0,0.0
MTL,20559,TBL,1,0,2022,33,34,20,13,15,19,6,3,1,0.0,0.0
DET,20560,PIT,0,0,2022,34,33,19,15,14,19,7,3,1,0.0,0.0
CGY,20561,SEA,0,0,2022,32,36,18,14,16,20,4,3,0,0.0,0.0
VGK,20562,ANA,1,0,2022,35,37,9,26,24,13,3,5,1,0.0,0.0
DET,20563,BUF,1,0,2022,34,34,18,16,15,19,8,3,1,1.0,1.0
MTL,20564,FLA,1,0,2022,35,35,15,20,15,20,3,3,1,0.0,0.0
NYR,20565,TBL,1,0,2022,34,36,21,13,19,17,6,8,1,1.0,0.0
OTT,20566,WSH,0,0,2022,37,35,20,17,16,19,9,6,0,1.0,1.0
CBJ,20567,NYI,1,0,2022,36,35,20,16,10,25,4,2,1,1.0,0.0
CHI,20568,STL,1,0,2022,35,33,16,19,8,25,5,1,1,0.0,0.0
DAL,20569,MIN,0,0,2022,34,36,20,14,21,15,7,7,0,1.0,1.0
VAN,20570,WPG,1,0,2022,35,34,21,14,16,18,4,7,1,0.0,1.0
LAK,20571,COL,0,0,2022,34,38,20,14,20,18,6,6,1,0.0,1.0
TOR,20572,ARI,1,0,2022,33,35,12,21,22,13,5,7,0,1.0,1.0
PHI,20573,SJS,0,0,2022,36,35,11,25,11,24,3,3,1,0.0,0.0
NSH,20574,ANA,0,0,2022,36,35,10,26,15,20,4,2,0,1.0,0.0
FLA,20575,CAR,1,0,2022,35,36,23,12,16,20,9,4,1,1.0,1.0
NJD,20576,PIT,0,0,2022,35,35,19,16,22,13,6,2,0,0.0,0.0
EDM,20577,SEA,0,0,2022,33,36,18,15,19,17,3,5,0,0.0,1.0
BUF,20578,BOS,0,0,2022,35,35,28,7,19,16,7,8,0,1.0,1.0
NSH,20579,VGK,1,0,2022,38,36,24,14,16,20,5,3,0,0.0,1.0
MTL,20580,WSH,1,0,2022,38,36,20,18,15,21,8,2,0,0.0,0.0
PHI,20581,LAK,0,0,2022,39,36,21,18,12,24,7,3,0,1.0,1.0
ARI,20582,TBL,1,0,2022,35,34,22,13,13,21,7,6,1,1.0,1.0
CHI,20583,CBJ,1,0,2022,36,34,10,26,8,26,2,1,1,0.0,0.0
OTT,20584,DET,1,0,2022,35,36,15,20,17,19,2,7,0,0.0,1.0
TOR,20585,COL,0,0,2022,35,36,20,15,22,14,6,7,0,0.0,0.0
SJS,20586,DAL,1,0,2022,37,37,22,15,11,26,7,3,1,1.0,0.0
VAN,20587,CGY,1,0,2022,37,35,17,20,16,19,4,6,0,1.0,0.0
WPG,20588,EDM,0,0,2022,37,36,20,17,22,14,5,4,0,1.0,1.0
MIN,20589,STL,0,0,2022,36,35,17,19,20,15,5,7,1,1.0,0.0
CAR,20590,NJD,0,0,2022,36,36,23,13,24,12,2,10,0,1.0,1.0
NYR,20591,FLA,0,0,2022,37,37,16,21,19,18,3,7,1,0.0,0.0
BUF,20592,OTT,1,0,2022,37,36,17,20,20,16,6,8,1,0.0,1.0
SJS,20593,CHI,0,0,2022,35,38,8,27,11,27,1,3,1,0.0,0.0
NYI,20594,SEA,1,0,2022,34,37,18,16,21,16,3,5,1,0.0,1.0
PIT,20595,BOS,1,0,2022,36,36,28,8,19,17,7,5,1,0.0,0.0
VGK,20596,COL,0,0,2022,36,39,20,16,25,14,6,5,1,0.0,1.0
PHI,20597,ANA,0,0,2022,37,37,10,27,13,24,3,4,0,0.0,1.0
ARI,20598,FLA,1,0,2022,38,35,16,22,13,22,3,5,1,0.0,0.0
BUF,20599,WSH,0,0,2022,39,37,21,18,20,17,8,8,1,1.0,0.0
CAR,20600,NYR,1,0,2022,38,37,20,18,25,12,7,10,0,1.0,1.0
CBJ,20601,OTT,1,0,2022,38,37,18,20,11,26,6,2,1,1.0,1.0
STL,20602,TOR,0,0,2022,37,37,23,14,17,20,7,5,1,1.0,0.0
CGY,20603,WPG,1,0,2022,37,38,23,14,18,20,5,5,1,1.0,1.0
MTL,20604,NSH,1,0,2022,37,37,16,21,15,22,3,2,0,0.0,0.0
TBL,20605,CHI,0,0,2022,36,36,8,28,23,13,1,7,0,0.0,1.0
SEA,20606,EDM,0,0,2022,38,35,20,18,19,16,4,4,1,0.0,1.0
NYI,20607,VAN,0,0,2022,36,38,16,20,21,17,5,4,1,0.0,0.0
DAL,20608,LAK,1,0,2022,40,38,21,19,23,15,6,7,0,0.0,1.0
NJD,20609,DET,0,0,2022,36,37,16,20,23,14,3,2,1,1.0,0.0
TBL,20610,MIN,1,0,2022,36,37,21,15,24,13,8,7,0,1.0,1.0
DAL,20611,ANA,1,0,2022,38,39,10,28,23,16,3,7,0,0.0,0.0
ARI,20612,PHI,1,0,2022,38,36,14,24,13,23,5,4,1,1.0,0.0
NYR,20613,MTL,0,0,2022,38,39,15,23,21,18,1,7,1,0.0,1.0
NSH,20614,CAR,0,0,2022,38,38,25,13,17,21,9,4,0,0.0,1.0
SEA,20615,TOR,0,0,2022,38,36,23,15,20,16,6,5,1,0.0,1.0
STL,20616,NJD,0,0,2022,38,38,24,14,18,20,3,6,1,1.0,1.0
WSH,20617,CBJ,0,0,2022,38,40,11,27,21,19,1,7,0,0.0,0.0
NYI,20618,EDM,1,0,2022,39,39,20,19,22,17,4,5,1,0.0,1.0
COL,20619,VAN,1,0,2022,37,37,16,21,20,17,4,5,0,0.0,0.0
PIT,20620,VGK,1,0,2022,40,37,26,14,19,18,6,4,1,1.0,0.0
BOS,20621,LAK,0,0,2022,41,37,22,19,29,8,7,7,0,1.0,1.0
NSH,20622,WSH,0,0,2022,41,39,22,19,18,21,7,5,0,1.0,1.0
FLA,20623,DET,0,0,2022,37,39,16,21,17,22,3,4,0,0.0,1.0
TBL,20624,WPG,1,0,2022,38,38,24,14,24,14,6,6,1,1.0,0.0
ARI,20625,CHI,1,0,2022,37,37,8,29,13,24,1,4,1,0.0,0.0
NYI,20626,CGY,1,0,2022,39,40,18,21,22,18,5,5,0,0.0,0.0
SJS,20627,ANA,1,0,2022,39,39,11,28,12,27,4,4,1,1.0,1.0
NYR,20628,NJD,1,0,2022,39,40,24,15,22,18,3,7,0,0.0,1.0
CAR,20629,CBJ,1,0,2022,39,39,11,28,25,14,1,8,1,0.0,0.0
DET,20630,TOR,1,0,2022,39,38,23,16,16,22,5,3,0,0.0,0.0
MIN,20631,BUF,1,0,2022,38,37,21,17,22,15,9,8,1,1.0,1.0
SEA,20632,OTT,0,0,2022,39,37,19,20,21,16,6,5,1,1.0,1.0
STL,20633,MTL,1,0,2022,39,39,15,24,19,20,1,6,0,0.0,1.0
COL,20634,EDM,0,0,2022,40,38,21,19,20,18,4,4,1,1.0,0.0
LAK,20635,VGK,0,0,2022,41,42,27,14,22,20,6,7,1,1.0,0.0
BOS,20636,SJS,0,0,2022,40,38,12,28,30,8,3,7,0,0.0,1.0
FLA,20637,DAL,1,0,2022,40,40,23,17,18,22,6,4,0,0.0,1.0
VAN,20638,WPG,1,0,2022,39,38,25,14,17,21,6,5,1,1.0,1.0
CBJ,20639,WSH,1,0,2022,42,40,22,20,12,28,7,2,1,0.0,1.0
CGY,20640,CHI,1,0,2022,38,40,9,29,19,21,2,6,1,1.0,1.0
PIT,20641,ARI,0,0,2022,38,38,13,25,19,19,3,3,1,0.0,0.0
STL,20642,MIN,0,0,2022,38,40,22,16,19,21,7,5,0,0.0,0.0
TOR,20643,PHI,0,0,2022,39,40,15,24,24,16,6,5,1,1.0,1.0
BOS,20644,ANA,0,0,2022,40,39,12,28,31,8,5,8,0,1.0,1.0
NSH,20645,OTT,0,0,2022,40,40,19,21,19,21,5,6,1,0.0,1.0
SEA,20646,MTL,0,0,2022,40,38,16,24,22,16,2,6,1,1.0,1.0
EDM,20647,LAK,1,0,2022,43,41,23,20,21,20,7,4,0,1.0,0.0
CBJ,20648,TBL,1,0,2022,39,41,24,15,12,29,5,2,1,0.0,0.0
MIN,20649,NYR,1,0,2022,41,39,22,19,22,17,6,6,1,0.0,0.0
NJD,20650,CAR,0,0,2022,40,40,25,15,25,15,7,4,1,0.0,1.0
SEA,20651,BUF,0,0,2022,39,39,22,17,23,16,9,7,0,1.0,1.0
VAN,20652,PIT,1,0,2022,39,39,20,19,17,22,3,4,0,1.0,0.0
DAL,20653,NYI,0,0,2022,41,41,22,19,24,17,5,6,1,0.0,1.0
WPG,20654,DET,1,0,2022,39,40,16,23,26,14,3,6,0,0.0,1.0
CGY,20655,STL,1,0,2022,41,41,20,21,19,22,5,6,1,1.0,0.0
FLA,20656,COL,0,0,2022,39,41,21,18,18,23,5,4,0,1.0,0.0
SJS,20657,ARI,0,0,2022,39,41,13,26,12,29,3,2,1,0.0,0.0
NSH,20658,TOR,1,0,2022,41,41,25,16,20,21,6,7,1,1.0,1.0
WSH,20659,PHI,1,0,2022,40,43,15,25,23,20,6,7,0,0.0,1.0
EDM,20660,ANA,0,0,2022,41,42,12,29,21,21,4,4,0,0.0,0.0
SJS,20661,LAK,1,0,2022,44,42,24,20,13,29,7,3,0,1.0,1.0
CAR,20662,CBJ,0,0,2022,42,41,12,30,25,16,2,6,1,0.0,0.0
DAL,20663,NYR,1,0,2022,42,42,23,19,25,17,6,7,1,1.0,1.0
NSH,20664,MTL,1,0,2022,41,42,16,25,20,22,2,6,0,0.0,0.0
SEA,20665,BOS,0,0,2022,40,40,32,8,24,16,8,7,0,1.0,1.0
TOR,20666,DET,1,0,2022,40,42,17,23,26,16,4,7,0,1.0,1.0
VAN,20667,TBL,1,0,2022,40,40,25,15,17,23,5,4,1,1.0,0.0
WPG,20668,BUF,0,0,2022,40,41,22,18,26,15,8,6,0,0.0,0.0
MIN,20669,NYI,0,0,2022,42,40,22,20,22,18,4,5,0,0.0,0.0
CGY,20670,STL,0,0,2022,42,42,21,21,19,23,5,5,1,1.0,0.0
COL,20671,CHI,1,0,2022,39,40,10,29,21,19,3,4,0,1.0,0.0
OTT,20672,ARI,0,0,2022,40,41,13,27,19,22,3,5,1,0.0,0.0
FLA,20673,VGK,1,0,2022,42,42,27,15,19,23,5,4,0,0.0,1.0
WPG,20674,PIT,0,0,2022,40,42,21,19,27,15,3,6,1,1.0,1.0
NJD,20675,ANA,0,0,2022,42,41,12,30,26,15,3,5,1,0.0,1.0
EDM,20676,SJS,0,0,2022,43,43,13,30,22,21,3,5,0,0.0,1.0
CGY,20677,DAL,0,0,2022,43,43,25,18,20,23,6,5,0,0.0,1.0
CBJ,20678,DET,0,0,2022,41,43,18,23,12,31,5,2,1,1.0,0.0
MTL,20679,NYI,1,0,2022,43,42,22,21,17,25,4,2,1,0.0,1.0
OTT,20680,COL,1,0,2022,41,42,21,20,20,22,3,6,1,0.0,1.0
PHI,20681,WSH,0,0,2022,44,41,23,21,16,25,6,6,1,0.0,1.0
PIT,20682,CAR,1,0,2022,42,41,26,16,21,20,6,3,1,1.0,0.0
TOR,20683,BOS,1,0,2022,41,43,32,9,26,17,7,6,1,0.0,0.0
VAN,20684,FLA,1,0,2022,43,41,19,24,17,24,4,4,0,0.0,0.0
ARI,20685,MIN,1,0,2022,41,41,23,18,13,28,5,3,1,1.0,0.0
BUF,20686,NSH,0,0,2022,43,41,20,23,22,19,5,7,1,0.0,0.0
SEA,20687,CHI,0,0,2022,40,41,11,29,25,16,4,7,1,1.0,1.0
TBL,20688,STL,0,0,2022,43,41,21,22,26,15,5,6,1,0.0,1.0
EDM,20689,VGK,0,0,2022,43,44,28,15,23,21,6,5,1,1.0,1.0
NJD,20690,LAK,0,0,2022,45,42,25,20,27,15,7,6,1,1.0,1.0
MTL,20691,NYR,0,0,2022,43,43,24,19,17,26,6,2,1,1.0,0.0
VAN,20692,CAR,0,0,2022,43,42,27,16,17,25,6,3,0,1.0,0.0
ARI,20693,WPG,1,0,2022,43,42,28,15,13,29,7,2,1,1.0,0.0
FLA,20694,BUF,0,0,2022,42,44,23,19,20,24,7,5,0,1.0,1.0
PHI,20695,BOS,1,0,2022,42,42,33,9,17,25,7,7,1,1.0,1.0
DET,20696,COL,1,0,2022,42,42,22,20,18,24,3,4,1,1.0,0.0
NJD,20697,SJS,0,0,2022,44,43,13,31,28,15,3,6,0,0.0,1.0
TBL,20698,SEA,0,0,2022,42,42,26,16,27,15,8,7,0,1.0,1.0
DAL,20699,VGK,0,0,2022,44,44,28,16,25,19,6,6,1,0.0,0.0
ANA,20700,PIT,1,0,2022,42,43,21,21,12,31,2,3,0,0.0,0.0
NYR,20701,CBJ,0,0,2022,44,44,13,31,24,20,3,6,1,1.0,0.0
WSH,20702,NYI,0,0,2022,44,45,23,21,23,22,5,5,1,1.0,0.0
CGY,20703,NSH,1,0,2022,44,44,20,24,21,23,5,6,0,0.0,1.0
OTT,20704,STL,1,0,2022,44,43,21,23,20,23,5,6,1,0.0,0.0
ANA,20705,PHI,1,0,2022,43,44,17,26,12,32,6,3,0,0.0,0.0
FLA,20706,TOR,1,0,2022,44,45,26,18,21,24,5,6,1,0.0,1.0
MIN,20707,WSH,0,0,2022,46,42,24,22,24,18,5,5,1,1.0,1.0
WPG,20708,MTL,1,0,2022,44,44,18,26,29,15,3,8,1,1.0,1.0
BUF,20709,CHI,1,0,2022,41,43,11,30,23,20,4,6,0,0.0,0.0
DET,20710,ARI,1,0,2022,43,43,13,30,18,25,1,4,1,0.0,0.0
SEA,20711,EDM,1,0,2022,45,43,24,21,26,17,6,8,1,1.0,0.0
PIT,20712,OTT,1,0,2022,44,43,20,24,22,21,5,3,1,0.0,1.0
BOS,20713,NYI,0,0,2022,45,43,23,22,34,9,4,7,1,0.0,1.0
COL,20714,CGY,0,0,2022,45,43,21,24,23,20,5,3,0,0.0,1.0
TBL,20715,VAN,0,0,2022,43,43,18,25,28,15,3,8,1,1.0,1.0
DAL,20716,SJS,1,0,2022,45,45,13,32,26,19,2,6,0,0.0,1.0
ANA,20717,CBJ,0,0,2022,45,45,13,32,12,33,3,3,0,0.0,0.0
BOS,20718,NYR,0,0,2022,45,44,25,20,35,9,6,8,1,1.0,1.0
CHI,20719,PHI,0,0,2022,44,42,18,26,12,30,7,4,0,1.0,1.0
FLA,20720,MTL,0,0,2022,45,46,19,26,21,25,4,5,1,1.0,0.0
MIN,20721,CAR,1,0,2022,44,43,27,17,25,18,5,6,0,0.0,1.0
NYI,20722,BUF,1,0,2022,44,46,23,21,23,23,5,3,1,0.0,0.0
WPG,20723,TOR,1,0,2022,45,45,27,18,29,16,5,8,1,1.0,0.0
NSH,20724,STL,1,0,2022,45,45,22,23,21,24,6,6,0,1.0,1.0
TBL,20725,EDM,1,0,2022,46,44,25,21,29,15,6,8,0,1.0,1.0
WSH,20726,ARI,0,0,2022,44,47,14,30,24,23,1,4,1,1.0,0.0
DET,20727,VGK,0,0,2022,45,44,28,17,18,26,5,3,1,0.0,0.0
NJD,20728,SEA,1,0,2022,44,44,26,18,29,15,8,7,0,0.0,1.0
DAL,20729,LAK,0,0,2022,46,46,25,21,26,20,6,5,0,0.0,0.0
OTT,20730,PIT,1,0,2022,44,45,22,22,21,24,3,5,0,0.0,1.0
COL,20731,VAN,0,0,2022,44,44,18,26,24,20,2,4,0,0.0,1.0
ANA,20732,BUF,1,0,2022,45,46,24,21,13,33,5,3,0,1.0,1.0
TBL,20733,CGY,1,0,2022,46,45,21,25,29,16,5,7,1,0.0,0.0
MIN,20734,FLA,1,0,2022,47,44,22,25,25,19,6,5,0,1.0,0.0
PHI,20735,DET,0,0,2022,45,45,19,26,18,27,4,7,1,1.0,0.0
SJS,20736,CBJ,1,0,2022,46,46,13,33,14,32,3,3,1,0.0,1.0
TOR,20737,MTL,1,0,2022,46,46,19,27,28,18,4,6,0,0.0,1.0
WPG,20738,OTT,0,0,2022,46,46,21,25,29,17,4,7,0,0.0,0.0
CAR,20739,NYI,0,0,2022,47,45,23,24,28,17,2,5,1,0.0,1.0
ARI,20740,DAL,1,0,2022,47,45,27,20,14,31,5,1,1,1.0,0.0
CHI,20741,STL,0,0,2022,46,43,23,23,13,30,6,5,1,1.0,1.0
LAK,20742,NSH,1,0,2022,46,47,21,25,25,22,5,6,0,0.0,0.0
COL,20743,SEA,0,0,2022,45,45,27,18,25,20,8,5,0,1.0,1.0
EDM,20744,VAN,0,0,2022,45,47,18,27,26,21,2,6,0,0.0,1.0
WSH,20745,VGK,1,0,2022,46,48,28,18,25,23,4,5,1,0.0,1.0
PIT,20746,NJD,1,0,2022,45,45,29,16,23,22,7,4,0,0.0,1.0
LAK,20747,CHI,0,0,2022,44,48,14,30,25,23,6,5,0,1.0,0.0
SJS,20748,BOS,1,0,2022,45,47,36,9,14,33,8,3,1,1.0,0.0
WPG,20749,PHI,0,0,2022,46,47,19,27,30,17,7,7,1,1.0,1.0
VGK,20750,ARI,1,0,2022,46,47,14,32,29,18,1,5,1,0.0,1.0
FLA,20751,NYR,1,0,2022,46,48,25,21,23,25,6,7,0,0.0,1.0
NYI,20752,TOR,1,0,2022,47,48,28,19,23,25,5,2,0,0.0,0.0
BUF,20753,DAL,0,0,2022,48,46,28,20,25,21,5,5,1,1.0,1.0
CBJ,20754,CGY,1,0,2022,47,47,22,25,14,33,5,3,0,1.0,1.0
BOS,20755,MTL,0,0,2022,47,46,20,27,37,9,5,9,0,1.0,1.0
FLA,20756,PIT,1,0,2022,46,49,23,23,23,26,4,6,0,0.0,0.0
LAK,20757,PHI,0,0,2022,47,49,19,28,26,23,6,5,0,0.0,1.0
MIN,20758,TBL,1,0,2022,46,45,29,17,25,20,6,5,1,0.0,0.0
VGK,20759,NJD,1,0,2022,46,48,30,16,29,19,7,5,1,1.0,0.0
SJS,20760,DET,1,0,2022,46,48,19,27,14,34,3,3,0,0.0,0.0
BUF,20761,STL,0,0,2022,47,47,23,24,26,21,6,6,1,0.0,1.0
WPG,20762,NSH,1,0,2022,47,48,22,25,31,17,6,7,0,1.0,1.0
ANA,20763,ARI,0,0,2022,47,47,15,32,13,34,2,3,1,1.0,0.0
WSH,20764,COL,1,0,2022,46,49,26,20,25,24,6,4,1,1.0,0.0
CHI,20765,VAN,1,0,2022,46,45,18,28,14,31,2,6,1,0.0,0.0
NYI,20766,OTT,1,0,2022,47,49,21,26,23,26,4,1,0,0.0,0.0
NYR,20767,TOR,1,0,2022,48,47,29,19,26,21,6,7,1,1.0,1.0
CAR,20768,DAL,0,0,2022,49,46,28,21,29,17,5,5,1,0.0,1.0
CBJ,20769,EDM,0,0,2022,48,48,27,21,14,34,7,3,1,1.0,0.0
VAN,20770,SEA,1,0,2022,46,47,27,19,19,28,7,3,1,0.0,1.0
BOS,20771,TBL,1,0,2022,47,47,30,17,38,9,6,9,1,1.0,1.0
DET,20772,MTL,0,0,2022,48,47,20,28,20,27,5,4,0,0.0,1.0
PIT,20773,WSH,1,0,2022,50,47,25,25,24,23,4,5,0,0.0,1.0
BUF,20774,WPG,0,0,2022,49,48,31,18,27,21,6,6,1,0.0,1.0
NJD,20775,NSH,1,0,2022,48,47,23,25,31,16,6,8,0,1.0,1.0
ANA,20776,COL,0,0,2022,47,48,27,20,14,34,7,4,1,1.0,1.0
CHI,20777,CGY,0,0,2022,48,46,23,25,14,32,5,6,1,1.0,0.0
PHI,20778,MIN,1,0,2022,46,48,25,21,19,29,4,5,0,0.0,0.0
STL,20779,ARI,1,0,2022,48,48,15,33,23,25,2,5,1,0.0,0.0
DET,20780,NYI,1,0,2022,50,48,23,27,21,27,1,5,0,0.0,1.0
