awayTeamCode,game_id,homeTeamCode,homeTeamWon,isPlayoffGame,season,total_games_played_by_home,total_games_played_by_away,total_wins_home,total_losses_home,total_wins_away,total_losses_away,last_10_games_win_home,last_10_games_win_away,last_meeting_result,last_game_result_home,last_game_result_away
CAR,20310,PHI,1,0,2015,20,20,6,14,7,13,2,3,0,0.0,1.0
EDM,20311,WSH,1,0,2015,19,20,13,6,7,13,6,4,0,1.0,1.0
BOS,20312,TOR,0,0,2015,21,19,7,14,10,9,5,5,1,0.0,1.0
LAK,20313,FLA,0,0,2015,20,20,8,12,12,8,3,5,1,0.0,0.0
COL,20314,WPG,0,0,2015,21,20,10,11,7,13,3,4,0,1.0,0.0
OTT,20315,DAL,0,0,2015,21,20,17,4,10,10,8,5,1,1.0,1.0
CGY,20316,ANA,1,0,2015,21,21,7,14,8,13,5,6,0,0.0,1.0
NSH,20317,BUF,0,0,2015,21,20,8,13,11,9,4,4,0,0.0,0.0
CBJ,20318,NJD,0,0,2015,20,22,11,9,8,14,6,6,1,1.0,0.0
PHI,20319,NYI,1,0,2015,21,21,10,11,7,14,4,3,0,0.0,1.0
MTL,20320,NYR,0,0,2015,21,22,16,5,16,6,9,6,1,1.0,1.0
STL,20321,PIT,1,0,2015,20,22,12,8,14,8,6,6,1,0.0,1.0
WPG,20322,WSH,1,0,2015,20,22,14,6,10,12,6,3,1,1.0,0.0
EDM,20323,CAR,1,0,2015,21,21,7,14,7,14,2,3,1,0.0,0.0
VAN,20324,MIN,0,0,2015,19,22,11,8,8,14,5,2,1,1.0,0.0
BOS,20325,DET,0,0,2015,21,20,11,10,11,9,6,5,0,1.0,1.0
LAK,20326,TBL,1,0,2015,22,21,10,12,13,8,5,6,1,1.0,1.0
ANA,20327,ARI,1,0,2015,20,22,10,10,8,14,5,5,1,0.0,1.0
OTT,20328,COL,0,0,2015,21,21,8,13,11,10,5,6,1,1.0,1.0
CHI,20329,SJS,0,0,2015,21,21,13,8,11,10,7,5,0,1.0,0.0
NYR,20330,BOS,1,0,2015,21,22,12,9,16,6,6,8,0,1.0,0.0
NSH,20331,PHI,1,0,2015,22,21,7,15,12,9,3,5,0,0.0,1.0
WPG,20332,MIN,0,0,2015,20,23,11,9,10,13,4,2,0,0.0,0.0
CHI,20333,ANA,0,0,2015,23,22,8,15,12,10,4,5,1,0.0,1.0
TBL,20334,WSH,1,0,2015,21,23,15,6,11,12,7,5,1,1.0,1.0
CAR,20335,BUF,1,0,2015,22,22,8,14,8,14,3,3,1,0.0,1.0
MTL,20336,NJD,0,0,2015,21,23,11,10,17,6,5,6,1,0.0,1.0
PIT,20337,CBJ,1,0,2015,23,21,9,14,13,8,6,6,1,1.0,1.0
EDM,20338,DET,1,0,2015,22,22,11,11,7,15,5,3,0,0.0,0.0
NYI,20339,FLA,1,0,2015,21,22,8,13,11,11,3,5,0,0.0,1.0
VAN,20340,DAL,1,0,2015,22,23,17,5,9,14,8,3,1,0.0,1.0
CGY,20341,ARI,1,0,2015,21,22,11,10,8,14,6,5,0,1.0,0.0
PHI,20342,NYR,0,0,2015,23,23,16,7,8,15,7,4,0,0.0,1.0
WSH,20343,TOR,0,0,2015,22,22,7,15,16,6,5,7,1,0.0,1.0
NJD,20344,MTL,0,0,2015,24,22,18,6,11,11,7,5,0,1.0,0.0
NYI,20345,TBL,0,0,2015,24,23,11,13,11,12,5,4,1,0.0,0.0
EDM,20346,PIT,0,0,2015,22,23,13,9,7,16,5,2,0,0.0,0.0
CBJ,20347,STL,1,0,2015,23,24,14,9,10,14,5,6,0,0.0,1.0
BUF,20348,NSH,0,0,2015,22,23,12,10,9,14,4,4,1,0.0,1.0
DAL,20349,MIN,0,0,2015,21,23,11,10,18,5,4,8,0,0.0,1.0
WPG,20350,COL,1,0,2015,22,24,8,14,11,13,4,3,1,0.0,1.0
OTT,20351,ARI,1,0,2015,22,22,12,10,12,10,6,6,1,1.0,1.0
CGY,20352,SJS,1,0,2015,22,23,13,9,8,15,7,5,0,0.0,0.0
CHI,20353,LAK,1,0,2015,22,23,13,9,13,10,5,6,1,0.0,1.0
FLA,20354,DET,0,0,2015,23,22,12,11,9,13,5,4,0,1.0,1.0
COL,20355,NYI,1,0,2015,24,23,12,12,9,14,5,5,0,1.0,1.0
CAR,20356,NYR,1,0,2015,24,23,16,8,8,15,6,3,0,0.0,0.0
EDM,20357,TOR,1,0,2015,23,24,7,16,8,16,5,3,1,0.0,1.0
VAN,20358,ANA,1,0,2015,24,24,8,16,9,15,3,3,0,0.0,0.0
COL,20359,NJD,0,0,2015,23,24,12,11,9,15,5,5,1,1.0,0.0
CBJ,20360,MTL,1,0,2015,25,25,18,7,10,15,6,6,1,0.0,0.0
PHI,20361,OTT,0,0,2015,23,24,12,11,9,15,5,4,1,0.0,1.0
BUF,20362,DET,1,0,2015,24,24,12,12,10,14,5,4,1,0.0,1.0
FLA,20363,STL,0,0,2015,24,23,15,9,10,13,5,5,0,1.0,1.0
ARI,20364,NSH,1,0,2015,23,23,12,11,13,10,4,7,1,0.0,1.0
MIN,20365,CHI,0,0,2015,24,22,13,11,11,11,6,4,0,0.0,0.0
DAL,20366,CGY,1,0,2015,24,24,8,16,19,5,4,8,1,0.0,1.0
VAN,20367,LAK,1,0,2015,23,25,14,9,9,16,6,3,1,1.0,0.0
PIT,20368,SJS,0,0,2015,23,23,14,9,13,10,7,4,0,1.0,0.0
TOR,20369,WPG,1,0,2015,25,24,11,14,8,16,3,6,0,0.0,1.0
NYR,20370,NYI,1,0,2015,25,25,13,12,17,8,6,6,1,1.0,1.0
BOS,20371,EDM,1,0,2015,25,22,8,17,13,9,3,7,0,0.0,1.0
TBL,20372,ANA,0,0,2015,25,25,9,16,11,14,4,4,0,1.0,0.0
COL,20373,NYR,0,0,2015,26,25,17,9,10,15,5,5,1,0.0,1.0
NJD,20374,CAR,0,0,2015,24,24,8,16,12,12,2,4,1,0.0,0.0
WSH,20375,MTL,0,0,2015,26,23,19,7,17,6,6,7,0,1.0,1.0
CHI,20376,OTT,1,0,2015,24,25,12,12,13,12,5,5,1,0.0,0.0
ARI,20377,DET,1,0,2015,25,24,13,12,13,11,5,6,0,1.0,0.0
FLA,20378,NSH,0,0,2015,24,24,13,11,11,13,4,6,0,1.0,1.0
TOR,20379,MIN,1,0,2015,23,25,12,11,8,17,4,5,0,1.0,0.0
DAL,20380,VAN,0,0,2015,26,25,9,17,19,6,2,7,0,0.0,0.0
ARI,20381,BUF,1,0,2015,25,25,10,15,13,12,3,5,1,0.0,0.0
PHI,20382,NJD,0,0,2015,25,25,13,12,10,15,5,5,1,1.0,1.0
FLA,20383,CBJ,0,0,2015,26,25,10,16,12,13,6,6,0,0.0,1.0
STL,20384,NYI,1,0,2015,26,25,14,12,15,10,6,4,1,1.0,0.0
BOS,20385,CGY,1,0,2015,25,23,9,16,13,10,4,7,1,1.0,0.0
DAL,20386,EDM,1,0,2015,26,26,9,17,20,6,3,8,1,1.0,1.0
SJS,20387,ANA,1,0,2015,26,24,9,17,14,10,4,7,1,0.0,0.0
WSH,20388,WPG,1,0,2015,26,24,12,14,18,6,4,8,1,1.0,1.0
PIT,20389,LAK,1,0,2015,24,24,15,9,14,10,6,5,0,1.0,1.0
NYI,20390,OTT,1,0,2015,25,27,13,12,15,12,6,7,0,1.0,1.0
NSH,20391,DET,1,0,2015,26,25,14,12,13,12,6,4,1,1.0,0.0
MTL,20392,CAR,1,0,2015,25,27,8,17,19,8,2,6,1,0.0,0.0
TOR,20393,STL,0,0,2015,26,26,15,11,8,18,4,4,0,0.0,0.0
CBJ,20394,PHI,0,0,2015,26,27,11,15,10,17,6,5,0,1.0,0.0
COL,20395,MIN,1,0,2015,24,26,13,11,11,15,4,5,0,1.0,1.0
BOS,20396,VAN,0,0,2015,27,24,9,18,13,11,2,6,1,0.0,0.0
TBL,20397,SJS,0,0,2015,25,26,14,11,12,14,7,5,0,0.0,1.0
ARI,20398,CAR,1,0,2015,26,26,9,17,13,13,3,4,1,1.0,0.0
WPG,20399,CHI,1,0,2015,26,27,13,13,13,14,5,5,0,0.0,1.0
FLA,20400,NJD,1,0,2015,26,26,13,13,13,13,4,7,0,0.0,1.0
OTT,20401,NYR,1,0,2015,27,26,17,10,14,12,4,6,1,0.0,1.0
BUF,20402,EDM,1,0,2015,27,26,10,17,11,15,4,3,1,1.0,1.0
PIT,20403,ANA,1,0,2015,27,25,10,17,14,11,5,4,0,1.0,0.0
TBL,20404,LAK,1,0,2015,25,27,16,9,13,14,7,6,1,1.0,1.0
NSH,20405,BOS,0,0,2015,25,26,14,11,13,13,7,3,1,1.0,0.0
MIN,20406,COL,1,0,2015,27,25,11,16,14,11,4,4,1,0.0,1.0
BUF,20407,VAN,1,0,2015,28,27,9,19,11,16,2,3,1,0.0,0.0
NYI,20408,PHI,0,0,2015,27,28,11,16,15,13,5,6,0,0.0,0.0
DET,20409,WSH,1,0,2015,25,27,18,7,15,12,7,7,1,0.0,1.0
LAK,20410,CBJ,0,0,2015,28,26,11,17,17,9,5,7,0,1.0,1.0
NJD,20411,TOR,1,0,2015,27,27,9,18,14,13,4,4,0,1.0,1.0
OTT,20412,FLA,0,0,2015,27,27,13,14,14,13,6,6,1,0.0,0.0
ARI,20413,STL,1,0,2015,27,27,15,12,13,14,4,4,1,0.0,0.0
NSH,20414,CHI,1,0,2015,27,27,14,13,14,13,5,3,0,1.0,1.0
CAR,20415,DAL,1,0,2015,27,27,20,7,10,17,7,4,1,0.0,1.0
SJS,20416,CGY,1,0,2015,26,26,10,16,14,12,5,6,1,1.0,0.0
BOS,20417,MTL,0,0,2015,28,26,19,9,14,12,6,6,0,0.0,0.0
PIT,20418,COL,0,0,2015,28,26,12,16,14,12,5,4,1,1.0,0.0
SJS,20419,EDM,1,0,2015,28,27,11,17,14,13,5,5,1,1.0,0.0
NYR,20420,VAN,1,0,2015,29,28,10,19,18,10,3,4,0,1.0,1.0
MTL,20421,DET,1,0,2015,28,29,15,13,19,10,6,5,1,0.0,0.0
OTT,20422,TBL,1,0,2015,28,28,13,15,15,13,5,7,0,0.0,1.0
WSH,20423,FLA,1,0,2015,28,26,13,15,19,7,5,8,1,0.0,1.0
PHI,20424,STL,0,0,2015,28,28,16,12,11,17,4,5,0,1.0,0.0
CHI,20425,NSH,1,0,2015,28,28,14,14,15,13,3,5,1,0.0,1.0
CBJ,20426,WPG,1,0,2015,28,29,13,15,11,18,5,4,1,0.0,0.0
BUF,20427,CGY,1,0,2015,27,28,11,16,11,17,6,3,0,1.0,0.0
DET,20428,NJD,1,0,2015,28,29,14,14,16,13,4,7,1,0.0,1.0
LAK,20429,PIT,0,0,2015,27,27,15,12,18,9,5,7,0,1.0,1.0
WPG,20430,CHI,1,0,2015,29,29,15,14,14,15,4,6,0,0.0,1.0
PHI,20431,DAL,1,0,2015,28,29,21,7,12,17,7,6,1,1.0,1.0
NYR,20432,EDM,1,0,2015,29,29,12,17,18,11,6,4,0,1.0,0.0
MIN,20433,ARI,1,0,2015,28,26,13,15,14,12,4,4,0,0.0,0.0
CAR,20434,ANA,0,0,2015,28,28,11,17,10,18,5,4,1,1.0,0.0
FLA,20435,BOS,1,0,2015,27,29,15,12,14,15,7,6,0,1.0,1.0
LAK,20436,BUF,1,0,2015,29,28,11,18,19,9,3,7,1,0.0,1.0
OTT,20437,MTL,1,0,2015,30,29,19,11,15,14,5,6,0,0.0,0.0
WSH,20438,TBL,0,0,2015,29,27,14,15,19,8,6,7,0,1.0,0.0
NYI,20439,CBJ,0,0,2015,30,29,11,19,16,13,4,6,0,0.0,1.0
DAL,20440,STL,1,0,2015,29,29,16,13,22,7,4,7,1,0.0,1.0
COL,20441,NSH,0,0,2015,29,29,15,14,12,17,4,5,1,1.0,0.0
CAR,20442,ARI,0,0,2015,29,29,14,15,11,18,4,5,0,1.0,1.0
NYR,20443,CGY,1,0,2015,28,30,12,16,18,12,6,3,0,1.0,0.0
MIN,20444,SJS,0,0,2015,28,27,14,14,14,13,4,4,0,0.0,0.0
NJD,20445,NYI,1,0,2015,30,29,17,13,15,14,7,5,0,1.0,1.0
COL,20446,STL,0,0,2015,30,30,17,13,13,17,4,6,0,1.0,1.0
VAN,20447,CHI,1,0,2015,30,30,16,14,11,19,5,4,0,1.0,1.0
EDM,20448,BOS,0,0,2015,28,30,16,12,13,17,7,6,0,1.0,1.0
WSH,20449,PIT,0,0,2015,28,28,15,13,20,8,4,8,0,0.0,1.0
TBL,20450,CBJ,0,0,2015,31,30,11,20,14,16,3,6,0,0.0,0.0
LAK,20451,OTT,1,0,2015,30,29,15,15,19,10,5,7,0,0.0,0.0
BUF,20452,DET,0,0,2015,30,30,16,14,12,18,6,4,1,0.0,1.0
NJD,20453,BUF,0,0,2015,31,30,13,18,15,15,5,4,1,1.0,0.0
FLA,20454,NYI,0,0,2015,31,30,18,13,14,16,8,6,0,1.0,0.0
EDM,20455,NYR,1,0,2015,31,31,18,13,14,17,2,7,0,0.0,1.0
CAR,20456,PHI,1,0,2015,30,30,12,18,12,18,6,5,0,0.0,1.0
TBL,20457,TOR,0,0,2015,28,31,10,18,15,16,5,6,0,1.0,1.0
SJS,20458,MTL,0,0,2015,31,29,20,11,14,15,5,3,0,1.0,0.0
CGY,20459,NSH,0,0,2015,30,29,15,15,13,16,4,7,0,0.0,1.0
VAN,20460,MIN,1,0,2015,28,31,15,13,11,20,5,3,1,1.0,0.0
STL,20461,WPG,0,0,2015,30,31,14,16,17,14,5,4,1,0.0,0.0
COL,20462,CHI,0,0,2015,31,31,17,14,14,17,6,6,0,1.0,1.0
CBJ,20463,DAL,1,0,2015,30,32,22,8,11,21,6,3,1,0.0,0.0
OTT,20464,WSH,1,0,2015,29,31,21,8,16,15,8,5,0,1.0,1.0
PIT,20465,BOS,1,0,2015,29,29,16,13,15,14,6,3,1,0.0,0.0
ANA,20466,BUF,1,0,2015,32,29,13,19,11,18,5,5,0,0.0,0.0
FLA,20467,NJD,0,0,2015,31,31,16,15,15,16,5,7,0,1.0,1.0
VAN,20468,PHI,1,0,2015,31,32,13,18,11,21,6,3,1,1.0,0.0
SJS,20469,TOR,0,0,2015,29,30,10,19,15,15,4,3,1,0.0,1.0
LAK,20470,MTL,0,0,2015,32,30,20,12,19,11,4,7,0,0.0,0.0
NSH,20471,STL,1,0,2015,32,31,18,14,15,16,4,3,0,1.0,0.0
NYR,20472,MIN,1,0,2015,29,32,16,13,19,13,5,3,1,1.0,1.0
EDM,20473,CHI,1,0,2015,32,32,17,15,14,18,5,7,0,0.0,0.0
CGY,20474,DAL,0,0,2015,31,30,23,8,14,16,6,7,0,1.0,1.0
NYI,20475,COL,1,0,2015,32,32,15,17,18,14,7,7,1,1.0,0.0
CBJ,20476,ARI,0,0,2015,30,33,14,16,11,22,4,2,1,0.0,0.0
BOS,20477,PIT,0,0,2015,30,30,15,15,17,13,3,6,0,0.0,1.0
TBL,20478,WSH,1,0,2015,30,32,22,8,16,16,8,6,1,1.0,1.0
FLA,20479,CAR,0,0,2015,31,32,12,19,16,16,5,7,1,0.0,1.0
SJS,20480,OTT,1,0,2015,32,31,16,16,16,15,4,3,1,0.0,1.0
VAN,20481,DET,0,0,2015,31,33,16,15,11,22,5,2,1,0.0,0.0
NYR,20482,WPG,1,0,2015,31,33,14,17,19,14,4,3,0,0.0,0.0
CHI,20483,BUF,0,0,2015,33,33,14,19,18,15,5,5,1,1.0,1.0
CGY,20484,STL,1,0,2015,33,31,19,14,15,16,5,7,1,1.0,1.0
LAK,20485,TOR,1,0,2015,30,31,10,20,20,11,3,7,0,0.0,1.0
ANA,20486,NJD,0,0,2015,32,30,16,16,11,19,5,4,0,0.0,0.0
CAR,20487,PIT,0,0,2015,31,32,15,16,12,20,2,4,1,0.0,0.0
PHI,20488,CBJ,1,0,2015,34,32,12,22,14,18,2,7,1,1.0,1.0
MTL,20489,DAL,1,0,2015,32,33,23,9,20,13,6,3,0,0.0,0.0
MIN,20490,NSH,1,0,2015,32,30,15,17,17,13,3,6,1,0.0,1.0
NYI,20491,ARI,1,0,2015,31,33,14,17,18,15,3,7,0,0.0,0.0
EDM,20492,COL,1,0,2015,33,33,16,17,14,19,7,7,1,1.0,0.0
VAN,20493,FLA,1,0,2015,33,34,17,16,12,22,7,3,0,1.0,1.0
NJD,20494,BOS,1,0,2015,31,33,18,13,16,17,6,4,1,1.0,0.0
OTT,20495,TBL,1,0,2015,33,33,16,17,17,16,5,5,0,0.0,1.0
CGY,20496,DET,1,0,2015,32,32,16,16,15,17,5,7,1,0.0,0.0
WSH,20497,NYR,0,0,2015,34,31,19,15,23,8,3,8,1,0.0,1.0
SJS,20498,CHI,1,0,2015,34,32,19,15,16,16,6,3,1,1.0,0.0
ANA,20499,NYI,1,0,2015,34,31,18,16,12,19,6,5,1,0.0,1.0
STL,20500,PHI,1,0,2015,33,34,14,19,20,14,6,5,0,0.0,1.0
CBJ,20501,PIT,1,0,2015,32,35,15,17,13,22,2,3,1,0.0,1.0
WSH,20502,CAR,0,0,2015,33,32,13,20,24,8,5,8,1,1.0,1.0
MTL,20503,NSH,1,0,2015,33,34,16,17,20,14,4,2,0,1.0,0.0
DAL,20504,MIN,0,0,2015,31,33,17,14,24,9,6,6,0,0.0,1.0
TOR,20505,COL,0,0,2015,34,31,17,17,11,20,8,4,0,1.0,1.0
WPG,20506,EDM,1,0,2015,34,32,14,20,15,17,6,5,0,0.0,1.0
STL,20507,BOS,0,0,2015,32,35,19,13,20,15,6,5,0,1.0,0.0
ANA,20508,NYR,1,0,2015,35,32,19,16,12,20,2,4,1,0.0,0.0
NJD,20509,DET,0,0,2015,33,34,17,16,16,18,5,4,1,1.0,0.0
VAN,20510,TBL,0,0,2015,34,35,17,17,12,23,6,3,1,1.0,0.0
OTT,20511,FLA,1,0,2015,34,34,18,16,17,17,7,5,1,1.0,0.0
MTL,20512,MIN,1,0,2015,32,35,17,15,20,15,6,2,1,0.0,0.0
CHI,20513,DAL,1,0,2015,34,35,25,9,20,15,6,7,1,1.0,1.0
WPG,20514,CGY,1,0,2015,33,33,15,18,15,18,7,5,1,0.0,0.0
TOR,20515,ARI,1,0,2015,32,32,15,17,12,20,3,5,0,1.0,1.0
SJS,20516,LAK,0,0,2015,32,33,20,12,16,17,7,2,0,0.0,0.0
BUF,20517,BOS,0,0,2015,33,34,19,14,14,20,6,4,0,0.0,0.0
CBJ,20518,TBL,1,0,2015,35,36,17,18,13,23,6,3,1,0.0,0.0
MTL,20519,WSH,1,0,2015,33,36,25,8,20,16,8,1,0,1.0,0.0
NJD,20520,CAR,1,0,2015,34,35,13,21,17,18,5,4,1,0.0,1.0
DAL,20521,STL,1,0,2015,36,35,21,15,26,9,6,7,1,1.0,1.0
DET,20522,NSH,0,0,2015,34,34,17,17,17,17,4,5,1,1.0,0.0
PIT,20523,MIN,0,0,2015,33,33,18,15,16,17,6,3,1,1.0,1.0
LAK,20524,ARI,0,0,2015,33,33,16,17,20,13,3,6,0,1.0,0.0
EDM,20525,VAN,1,0,2015,36,35,13,23,15,20,4,7,0,1.0,1.0
BOS,20526,OTT,1,0,2015,35,34,17,18,19,15,4,6,0,0.0,0.0
CBJ,20527,FLA,1,0,2015,35,37,19,16,13,24,7,3,1,1.0,0.0
TOR,20528,NYI,0,0,2015,35,33,19,16,12,21,6,5,1,1.0,0.0
STL,20529,DAL,1,0,2015,36,37,26,10,22,15,6,7,1,0.0,1.0
CAR,20530,CHI,0,0,2015,36,35,20,16,14,21,7,6,0,0.0,1.0
PIT,20531,WPG,1,0,2015,34,34,15,19,17,17,4,3,1,0.0,1.0
ARI,20532,COL,0,0,2015,35,34,17,18,16,18,7,3,1,0.0,0.0
PHI,20533,ANA,1,0,2015,33,34,12,21,15,19,4,6,0,0.0,1.0
EDM,20534,CGY,1,0,2015,34,36,16,18,15,21,8,6,0,1.0,0.0
WSH,20535,BUF,0,0,2015,35,34,15,20,26,8,5,8,1,1.0,1.0
MTL,20536,TBL,0,0,2015,36,37,18,18,20,17,6,1,1,1.0,0.0
NYR,20537,NSH,1,0,2015,35,36,17,18,20,16,4,3,0,0.0,1.0
DET,20538,MIN,1,0,2015,34,35,18,16,18,17,5,5,1,0.0,1.0
LAK,20539,VAN,0,0,2015,37,34,14,23,21,13,5,6,0,1.0,1.0
COL,20540,SJS,0,0,2015,34,36,17,17,17,19,3,6,0,1.0,0.0
OTT,20541,BOS,1,0,2015,35,36,19,16,18,18,5,4,0,0.0,1.0
NYI,20542,TOR,0,0,2015,34,36,13,21,19,17,5,5,0,1.0,0.0
CAR,20543,NJD,1,0,2015,36,36,17,19,15,21,4,6,0,0.0,1.0
DAL,20544,CBJ,1,0,2015,38,37,13,25,27,10,2,7,0,0.0,1.0
MTL,20545,FLA,1,0,2015,36,38,20,16,21,17,7,2,1,1.0,1.0
NSH,20546,STL,1,0,2015,38,36,22,16,18,18,6,5,0,0.0,1.0
DET,20547,WPG,1,0,2015,35,36,16,19,18,18,5,4,1,1.0,0.0
ANA,20548,CGY,0,0,2015,35,34,17,18,13,21,8,5,0,1.0,1.0
LAK,20549,EDM,0,0,2015,37,35,15,22,22,13,5,6,1,0.0,1.0
CHI,20550,ARI,0,0,2015,35,37,17,18,20,17,4,6,0,1.0,0.0
TOR,20551,PIT,0,0,2015,35,35,17,18,13,22,3,5,1,0.0,0.0
BUF,20552,WSH,1,0,2015,35,36,27,8,15,21,9,4,1,1.0,0.0
NJD,20553,OTT,0,0,2015,37,37,18,19,18,19,4,4,0,0.0,1.0
NYR,20554,TBL,0,0,2015,37,37,18,19,20,17,5,3,1,0.0,0.0
PHI,20555,SJS,1,0,2015,35,35,17,18,15,20,3,5,1,0.0,0.0
NYI,20556,BUF,0,0,2015,37,37,15,22,20,17,4,5,1,0.0,1.0
PIT,20557,DET,0,0,2015,37,36,18,19,17,19,3,3,1,0.0,0.0
WSH,20558,CAR,1,0,2015,37,36,15,22,28,8,5,9,1,0.0,1.0
MIN,20559,STL,0,0,2015,39,35,23,16,19,16,7,5,1,1.0,1.0
CHI,20560,COL,0,0,2015,37,38,18,19,21,17,7,6,1,1.0,1.0
NSH,20561,DAL,1,0,2015,38,37,27,11,18,19,6,4,0,0.0,0.0
LAK,20562,CGY,0,0,2015,36,36,17,19,23,13,7,6,1,0.0,1.0
ANA,20563,EDM,0,0,2015,38,35,15,23,14,21,4,5,1,0.0,1.0
WPG,20564,ARI,1,0,2015,36,36,17,19,17,19,4,5,0,0.0,1.0
MTL,20565,BOS,0,0,2015,36,39,20,16,21,18,6,2,1,1.0,0.0
ANA,20566,VAN,1,0,2015,38,36,14,24,15,21,5,6,1,0.0,1.0
DET,20567,BUF,0,0,2015,38,38,15,23,18,20,4,3,1,0.0,0.0
ARI,20568,EDM,1,0,2015,39,37,15,24,18,19,3,5,0,0.0,1.0
PHI,20569,LAK,1,0,2015,37,36,24,13,15,21,6,4,0,1.0,0.0
STL,20570,TOR,1,0,2015,36,40,14,22,23,17,6,6,1,1.0,0.0
MIN,20571,TBL,1,0,2015,38,36,18,20,20,16,5,6,1,0.0,1.0
NYR,20572,FLA,1,0,2015,37,38,21,16,21,17,8,3,1,1.0,1.0
DAL,20573,NJD,1,0,2015,38,39,19,19,28,11,5,6,0,1.0,1.0
NYI,20574,PIT,1,0,2015,37,38,18,19,21,17,3,6,0,1.0,1.0
NSH,20575,CAR,0,0,2015,38,38,16,22,18,20,6,4,0,1.0,0.0
WSH,20576,CBJ,1,0,2015,39,37,14,25,28,9,3,9,0,1.0,0.0
CGY,20577,COL,0,0,2015,38,37,18,20,17,20,6,6,1,0.0,0.0
WPG,20578,SJS,0,0,2015,36,37,18,18,17,20,4,4,0,1.0,0.0
DAL,20579,NYI,1,0,2015,39,40,21,18,28,12,5,6,1,0.0,0.0
MIN,20580,FLA,1,0,2015,38,37,22,16,20,17,9,6,0,1.0,0.0
OTT,20581,CHI,1,0,2015,39,38,22,17,18,20,7,3,1,1.0,0.0
WPG,20582,ANA,1,0,2015,37,38,15,22,18,20,5,5,0,0.0,1.0
DET,20583,NJD,0,0,2015,39,39,20,19,19,20,5,3,1,1.0,1.0
OTT,20584,STL,0,0,2015,41,39,23,18,18,21,6,3,1,0.0,0.0
LAK,20585,COL,1,0,2015,39,38,18,21,25,13,6,6,1,0.0,1.0
CAR,20586,EDM,1,0,2015,40,39,16,24,16,23,3,5,1,1.0,0.0
ARI,20587,VAN,0,0,2015,39,38,15,24,18,20,5,5,0,1.0,0.0
WSH,20588,BOS,0,0,2015,37,38,20,17,28,10,5,8,0,0.0,0.0
FLA,20589,BUF,0,0,2015,39,39,15,24,23,16,4,9,0,0.0,1.0
DAL,20590,NYR,1,0,2015,39,41,21,18,28,13,3,5,1,0.0,0.0
MTL,20591,PHI,1,0,2015,37,40,15,22,22,18,4,3,1,0.0,1.0
CHI,20592,PIT,0,0,2015,38,40,19,19,23,17,4,7,0,1.0,1.0
MIN,20593,CBJ,0,0,2015,40,38,15,25,20,18,4,5,0,1.0,0.0
WPG,20594,NSH,0,0,2015,39,39,19,20,18,21,4,4,0,1.0,0.0
TBL,20595,CGY,1,0,2015,38,39,18,20,19,20,6,5,1,1.0,1.0
NJD,20596,MTL,1,0,2015,41,40,22,19,20,20,2,5,0,0.0,0.0
PIT,20597,CHI,1,0,2015,41,39,24,17,19,20,7,4,0,1.0,0.0
STL,20598,COL,1,0,2015,40,42,19,21,23,19,6,5,0,1.0,0.0
CAR,20599,VAN,1,0,2015,40,40,15,25,16,24,4,4,1,0.0,0.0
TOR,20600,ANA,0,0,2015,38,37,16,22,15,22,5,6,0,1.0,1.0
WSH,20601,NYI,0,0,2015,40,39,22,18,29,10,5,8,1,1.0,1.0
FLA,20602,OTT,0,0,2015,40,40,19,21,24,16,4,10,0,1.0,1.0
PHI,20603,MIN,0,0,2015,39,38,21,18,16,22,5,5,0,1.0,1.0
WPG,20604,DAL,1,0,2015,42,40,28,14,19,21,5,5,0,0.0,1.0
ARI,20605,CGY,0,0,2015,39,39,19,20,19,20,6,5,1,1.0,1.0
TOR,20606,LAK,1,0,2015,39,38,25,14,16,22,6,6,0,0.0,1.0
DET,20607,SJS,0,0,2015,37,40,18,19,20,20,4,4,0,0.0,1.0
BOS,20608,NJD,0,0,2015,41,38,20,21,20,18,4,4,1,0.0,0.0
CBJ,20609,CAR,1,0,2015,41,41,16,25,15,26,4,4,1,0.0,0.0
BUF,20610,CHI,1,0,2015,42,40,25,17,15,25,8,3,0,1.0,0.0
NSH,20611,COL,1,0,2015,41,40,20,21,19,21,6,4,1,1.0,0.0
TBL,20612,EDM,0,0,2015,41,40,17,24,19,21,3,5,0,1.0,0.0
STL,20613,ANA,1,0,2015,39,43,16,23,23,20,5,4,0,0.0,0.0
WSH,20614,NYR,0,0,2015,40,40,22,18,30,10,4,8,1,1.0,1.0
NYI,20615,PHI,1,0,2015,39,41,17,22,22,19,5,4,0,1.0,0.0
PIT,20616,MTL,0,0,2015,42,40,23,19,19,21,3,4,0,1.0,0.0
BOS,20617,OTT,1,0,2015,41,39,19,22,21,18,3,5,0,0.0,1.0
CAR,20618,CBJ,0,0,2015,42,42,15,27,17,25,4,5,1,0.0,1.0
TOR,20619,SJS,1,0,2015,38,39,18,20,16,23,4,6,0,0.0,0.0
MIN,20620,DAL,0,0,2015,43,40,29,14,21,19,5,4,1,1.0,0.0
NSH,20621,ARI,1,0,2015,40,41,20,20,19,22,6,4,1,1.0,0.0
TBL,20622,VAN,0,0,2015,41,41,16,25,20,21,5,5,1,1.0,1.0
STL,20623,LAK,0,0,2015,40,44,26,14,23,21,7,3,1,1.0,0.0
BUF,20624,WPG,0,0,2015,41,41,19,22,15,26,5,2,1,0.0,0.0
OTT,20625,WSH,1,0,2015,41,42,31,10,20,22,8,4,0,1.0,1.0
